Member_number,Date,itemDescription,_basket_id
1723,12-07-2025,sausage,4675
1516,27-04-2025,margarine,2615
2154,08-01-2025,margarine,2560
1141,03-12-2024,whole milk,1172
1417,19-09-2024,canned beer,1801
1332,19-04-2024,jam,2651
1065,15-08-2024,canned beer,1348
1126,21-02-2024,canned beer,2473
1511,04-08-2025,citrus fruit,5650
1301,29-05-2025,canned beer,1698
1616,15-09-2025,bottled water,1496
1696,16-03-2024,,1653
1996,25-06-2025,domestic eggs,1409
1782,23-12-2025,white bread,773
1324,16-07-2024,root vegetables,2249
2015,07-11-2024,canned beer,267
1155,12-01-2024,tortillas,1265
1647,02-05-2025,bottled water,3154
1660,26-02-2024,whole milk,3435
1523,04-02-2025,canned beer,479
1588,28-12-2024,newspapers,934
1045,14-03-2025,citrus fruit,292
1439,26-04-2025,red wine,3008
1790,04-08-2024,brown bread,2639
2080,09-05-2024,tomato sauce,4151
1619,07-07-2024,parmesan,161
1033,06-05-2025,rolls/buns,4880
1822,01-03-2024,frankfurter,5746
1395,04-04-2024,root vegetables,2132
2029,18-09-2024,bottled water,2540
2109,08-11-2025,tropical fruit,3786
2105,14-02-2024,onions,3082
1692,27-10-2025,frankfurter,5322
1772,10-01-2025,dish detergent,140
1959,12-03-2024,domestic eggs,3272
2017,17-12-2025,domestic eggs,5947
1273,26-04-2024,domestic eggs,4110
1310,19-03-2025,coffee,3015
1226,18-12-2024,citrus fruit,5036
2134,18-07-2025,canned beer,2136
1560,25-01-2024,,5524
1501,18-10-2025,root vegetables,781
2001,29-06-2025,beef,5784
1771,21-06-2025,frankfurter,4007
1562,12-01-2025,curd,3523
2140,21-11-2024,newspapers,3771
1542,08-03-2024,whole milk,5467
1430,22-05-2025,canned beer,1734
2001,30-07-2025,pastry,1229
1870,18-12-2025,white bread,4352
1743,28-11-2025,margarine,5824
1258,11-05-2024,dish detergent,2566
1036,11-12-2024,canned beer,1032
1330,19-11-2025,yogurt,2216
1946,21-08-2025,whole milk,2581
1749,21-12-2024,white bread,1849
1189,23-01-2025,  WHITE BREAD,741
1455,08-12-2024,newspapers,224
1739,21-05-2025,bananas,1301
1458,16-04-2024,frozen vegetables,3687
2080,18-08-2024,sausage,2774
1610,08-05-2025,margarine,787
1865,12-07-2024,yogurt,4171
1123,04-09-2024,tropical fruit,2183
1201,21-11-2024,white bread,3333
1530,23-01-2024,newspapers,4969
1547,15-03-2025,root vegetables,5757
1558,30-11-2025,white bread,96
1476,10-03-2025,curd,1980
1584,29-04-2025,root vegetables,2035
2007,18-03-2024,newspapers,3112
2168,18-02-2025,frozen vegetables,1103
1451,27-02-2025,brown bread,149
1198,23-07-2024,root vegetables,2477
1357,15-03-2025,canned beer,609
1282,16-11-2024,frozen vegetables,1575
1357,17-09-2025,chips,2950
1053,17-11-2025,root vegetables,5922
1085,30-11-2024,ground beef,135
2091,09-03-2025,margarine,5571
1578,01-04-2025,chocolate,964
1156,21-05-2025,whole milk,1619
2156,29-07-2025,salsa,5075
1089,12-03-2025,newspapers,2780
1311,29-12-2024,frankfurter,839
1390,01-07-2024,rolls/buns,5013
1054,24-04-2025,domestic eggs,1083
1939,07-06-2024,canned beer,4072
1308,27-10-2024,margarine,4012
1505,19-04-2024,tomato sauce,4768
1807,10-01-2025,canned beer,3002
1616,11-02-2024,canned beer,1554
1556,18-02-2025,canned beer,3457
1814,19-01-2024,domestic eggs,2086
1875,18-08-2024,chocolate,2370
1755,29-04-2025,citrus fruit,2751
1983,02-04-2025,canned beer,1190
2031,26-11-2024,dish detergent,2187
1425,08-03-2024,butter,328
1166,30-12-2024,domestic eggs,2447
1610,19-05-2025,dish detergent,2251
2190,27-12-2024,curd,4703
2035,16-11-2025,beef,5174
1723,23-11-2025,frozen vegetables,980
1718,04-07-2024,salsa,1002
1548,04-08-2024,white bread,4287
2001,03-05-2024,root vegetables,5015
1161,29-02-2024,brown bread,3137
1331,28-10-2025,chocolate,3245
1723,20-08-2024,canned beer,5958
1312,11-09-2025,soda,4586
1887,22-01-2025,cereal,785
1244,05-07-2025,canned beer,1173
1869,17-10-2024,newspapers,1345
2041,29-05-2024,domestic eggs,4656
2017,09-09-2024,root vegetables,5755
1683,19-05-2024,chocolate,4213
1095,14-08-2024,canned beer,3602
1211,22-12-2025,coffee,3794
2152,13-02-2025,root vegetables,2941
1157,25-09-2025,curd,4500
1840,28-08-2025,cat food,4358
1959,12-03-2024,newspapers,3272
1432,15-01-2024,napkins,2981
1257,29-03-2024,sausage,5658
1239,28-02-2025,root vegetables,4505
1114,10-02-2025,frankfurter,3302
2136,01-12-2025,brown bread,5181
2054,10-02-2025,granola,5320
1064,01-04-2024,newspapers,2671
1906,13-01-2024,frankfurter,2961
1776,09-08-2025,newspapers,5359
1819,21-02-2024,margarine,190
1007,08-04-2025,tropical fruit,2297
1960,20-02-2025,newspapers,1731
1081,30-05-2024,sausage,3737
1959,23-09-2024,margarine,2001
1972,17-10-2025,whole milk,3087
2043,06-04-2025,soda,3257
2075,21-02-2024,bottled water,3208
1055,03-09-2024,white bread,2761
1558,25-12-2024,shopping bags,2878
1795,23-03-2024,yogurt,2084
1463,05-08-2024,onions,4863
2182,09-02-2025,canned beer,5795
1043,19-01-2024,citrus fruit,2816
1173,28-05-2024,citrus fruit,268
1890,13-08-2025,dish detergent,3517
2153,02-03-2024,frozen vegetables,1566
1711,13-04-2024,white bread,57
1347,07-09-2024,root vegetables,2745
1942,01-02-2025,frankfurter,2595
1775,26-08-2025,chocolate,4990
1815,07-04-2025,pip fruit,5271
1968,26-07-2025,ice cream,629
1643,01-07-2024,citrus fruit,4306
2044,04-10-2025,newspapers,39
2189,13-12-2025,pip fruit,3902
1635,04-06-2024,frozen vegetables,5412
1707,28-02-2024,citrus fruit,3085
2061,13-11-2024,canned beer,1877
1244,16-03-2024,onions,4601
2178,09-03-2024,chocolate,2988
1912,05-12-2025,soda,3360
1955,25-07-2025,canned beer,652
1407,16-04-2025,ground beef,5963
1960,20-03-2025,curd,920
1273,08-06-2024,brown bread,4079
1466,13-02-2025,,17
1671,08-04-2025,salty snack,5892
2159,25-06-2025,canned beer,3095
1902,27-05-2024,salty snack,1594
1821,23-02-2025,dish detergent,3688
1655,17-09-2025,salsa,5466
2049,05-07-2025,citrus fruit,2315
1613,19-08-2024,citrus fruit,2906
2006,21-03-2025,margarine,1708
2015,07-07-2024,napkins,3533
1286,18-11-2025,  CURD,967
1344,09-12-2025,sausage,2972
1328,25-11-2025,jam,2729
1175,30-03-2024,crackers,3434
2045,06-03-2025,bottled water,1999
1233,28-09-2024,salsa,3869
1233,24-05-2025,citrus fruit,263
2062,27-10-2024,salty snack,4255
1289,24-02-2025,white bread,1206
1189,23-01-2025,canned beer,741
1425,19-07-2024,canned beer,5176
2105,14-02-2024,canned beer,3082
1271,08-07-2025,salsa,2594
1627,16-03-2025,soda,4166
1664,12-08-2024,cat food,83
1193,15-02-2025,frankfurter,2380
1167,01-12-2025,tortillas,2682
1682,22-06-2025,brown bread,5105
1733,23-03-2024,yogurt,1051
1814,19-06-2024,pip fruit,2577
1432,08-09-2024,paper towels,1505
2069,10-06-2024,hamburger meat,5113
1567,18-10-2024,ice cream,3849
1993,28-01-2024,dish detergent,5267
1087,03-07-2024,brown bread,5540
2008,03-04-2024,tropical fruit,4631
1477,24-05-2024,brown bread,5349
1870,07-07-2025,newspapers,3553
1967,02-01-2025,bottled water,2025
1633,01-07-2024,jam,2909
1285,20-05-2024,creamer,426
1431,10-03-2025,white bread,4832
1577,03-06-2024,root vegetables,2876
2185,17-01-2025,paper towels,427
1521,11-01-2024,margarine,3219
1008,05-02-2024,root vegetables,4999
1493,11-06-2025,  SALTY SNACK,3214
1543,12-04-2025,canned beer,3358
2025,27-07-2024,bottled water,2987
1051,26-05-2024,canned beer,3511
1229,24-05-2025,margarine,3919
1143,04-07-2025,  ROOT VEGETABLES,121
2150,26-10-2024,whole milk,5210
1604,23-02-2025,frankfurter,2810
1842,04-04-2025,margarine,2056
1883,26-07-2024,canned beer,4759
1633,21-09-2025,pastry,771
1304,17-12-2025,tropical fruit,1273
1493,09-07-2025,onions,2544
1519,06-06-2025,canned beer,2362
1858,24-11-2024,canned beer,1407
2193,04-10-2024,citrus fruit,4048
1901,11-01-2025,whole milk,4627
2051,20-01-2025,cat food,3639
2000,10-12-2024,napkins,4366
1015,10-11-2024,rolls/buns,3023
2038,18-07-2024,salsa,3149
1832,16-02-2024,whole milk,5091
1743,12-01-2024,canned beer,216
1225,18-05-2025,curd,4200
1208,16-03-2025,canned beer,4935
1800,07-05-2024,root vegetables,5966
2086,30-10-2025,whole milk,2058
1370,22-01-2025,newspapers,5116
1305,06-12-2024,crackers,4823
1812,01-07-2024,white bread,5837
1444,18-09-2024,red wine,2771
1077,15-02-2024,beef,5694
1121,29-02-2024,tropical fruit,5241
1748,20-10-2024,frankfurter,1529
1133,12-08-2025,domestic eggs,3481
1675,15-11-2024,newspapers,4216
1798,23-08-2024,bottled water,1374
2000,23-10-2024,cheese,5734
1049,09-09-2024,canned beer,4283
1915,10-05-2024,frozen vegetables,5605
1006,11-09-2025,tropical fruit,4526
1818,25-09-2024,root vegetables,5809
1816,29-12-2024,white bread,4554
1995,01-11-2025,cat food,1846
1626,23-09-2025,onions,242
2095,28-07-2024,canned beer,2718
1116,24-06-2025,beef,1307
2005,25-06-2024,canned beer,1546
2135,29-07-2025,citrus fruit,2441
2065,11-08-2025,domestic eggs,3715
2038,18-07-2024,pip fruit,3149
1890,27-07-2025,soda,1160
1223,09-09-2025,brown bread,2408
1960,29-01-2025,parmesan,4836
1470,20-12-2025,margarine,2480
1307,17-06-2025,root vegetables,2584
1293,26-09-2025,ground beef,3806
1517,04-02-2025,ground beef,1839
1487,07-11-2024,coffee,2571
1151,29-10-2025,root vegetables,5883
1741,26-04-2025,cereal,5541
1603,01-08-2025,sausage,4405
1603,20-02-2024,canned beer,2118
1778,17-05-2025,citrus fruit,1433
1616,11-02-2024,pastry,1554
1465,21-07-2024,newspapers,4028
1831,22-11-2025,canned beer,3847
1887,18-12-2025,margarine,3946
1564,24-09-2025,citrus fruit,3872
1415,20-03-2024,  WHITE BREAD,877
1101,28-03-2024,domestic eggs,875
1732,18-06-2024,  CEREAL,3039
1453,30-11-2025,canned beer,215
1430,15-11-2024,salsa,4193
1180,20-01-2024,white bread,1944
1632,08-12-2024,onions,975
1066,18-06-2024,margarine,1026
2090,23-10-2025,frankfurter,4295
1685,13-04-2024,margarine,3660
1582,27-11-2024,paper towels,604
1563,25-07-2024,root vegetables,3469
1095,02-06-2024,pasta,3125
2144,07-12-2025,tropical fruit,1220
1306,07-10-2025,frankfurter,676
1814,01-07-2024,butter,2215
1377,19-07-2024,newspapers,4662
1120,11-10-2025,pip fruit,1067
1483,13-05-2024,canned beer,4297
1070,20-10-2024,pasta,434
1027,07-04-2025,white bread,3871
1453,30-11-2025,butter,215
1637,28-06-2024,rolls/buns,3233
2193,17-11-2024,curd,4201
2079,13-08-2024,cereal,3220
1803,05-06-2024,margarine,5935
1975,12-09-2025,yogurt,2515
1309,25-02-2024,margarine,5768
2193,07-12-2025,newspapers,237
1492,24-06-2024,newspapers,1573
2009,14-06-2025,napkins,4156
1939,07-08-2024,white bread,2177
1298,26-08-2024,sausage,2311
1078,11-09-2024,white bread,1533
1915,10-05-2024,canned beer,5605
2033,04-07-2025,curd,2360
2057,30-10-2024,beef,1400
2017,01-09-2025,  WHOLE MILK,4004
1978,14-09-2025,white bread,1037
1190,13-02-2024,sausage,4639
1099,26-12-2024,soda,1408
2148,25-09-2025,onions,2359
1679,15-12-2024,white bread,5319
1555,05-04-2024,yogurt,3248
2095,03-08-2024,soda,5233
1083,03-06-2024,newspapers,5168
1107,23-02-2025,canned beer,2976
1725,24-10-2025,whole milk,590
2111,30-09-2025,frankfurter,3974
1720,05-03-2024,bottled water,5590
1250,16-03-2025,napkins,3485
1702,03-06-2024,canned beer,20
2059,14-09-2025,ketchup,3897
2111,30-09-2025,jam,3974
1902,14-09-2024,root vegetables,1169
1097,20-10-2025,root vegetables,970
1959,12-03-2024,pip fruit,3272
1663,21-06-2024,white bread,1886
1920,27-01-2024,canned beer,165
1618,16-08-2025,margarine,1328
1381,25-08-2025,newspapers,3231
2039,29-01-2025,beef,1141
2079,20-04-2024,butter,734
1568,19-11-2024,root vegetables,1455
1987,21-11-2025,paper towels,1089
1430,22-05-2025,chocolate,1734
1445,03-07-2025,newspapers,3543
1994,06-09-2025,rolls/buns,2986
1437,30-09-2024,root vegetables,3356
1077,04-09-2024,newspapers,4834
1673,06-11-2024,citrus fruit,1479
1349,01-10-2025,hamburger meat,5146
1651,20-11-2024,paper towels,466
1023,10-12-2025,chocolate,5445
2125,06-08-2025,whole milk,5099
1486,05-01-2025,tropical fruit,1163
1319,22-06-2024,canned beer,3831
2155,14-01-2025,ice cream,4970
1664,12-08-2024,hamburger meat,83
1772,09-04-2024,whole milk,5870
1142,06-10-2025,salty snack,4170
1884,29-09-2025,granola,1131
1478,19-04-2025,sausage,4314
1614,15-07-2025,canned beer,842
1176,25-12-2025,newspapers,2293
2160,08-03-2024,white bread,2746
1289,29-01-2025,sugar,1808
1508,22-08-2025,  SHOPPING BAGS,1790
1357,11-11-2024,root vegetables,949
1501,08-10-2024,pip fruit,743
1870,18-06-2024,onions,3310
1282,06-08-2024,white bread,88
2142,17-08-2024,granola,1888
1165,19-04-2025,coffee,360
1240,31-03-2025,whole milk,2075
2017,01-09-2025,diapers,4004
1433,28-08-2025,canned beer,3052
1820,21-10-2024,canned beer,4595
1867,08-11-2025,creamer,2640
1803,05-06-2024,white bread,5935
1812,06-02-2024,newspapers,759
2167,13-11-2025,soda,4775
2105,14-07-2025,bottled water,1120
1750,22-03-2024,citrus fruit,4564
1946,14-05-2024,,3083
1982,20-04-2024,tortillas,2400
2057,08-03-2025,frozen vegetables,4109
1929,07-09-2024,canned beer,200
1355,18-01-2024,citrus fruit,1647
1920,06-10-2025,frankfurter,370
1156,26-06-2025,yogurt,612
1098,19-05-2024,canned beer,3730
2047,04-05-2024,whole milk,5913
1039,14-10-2025,rolls/buns,2299
1156,22-10-2024,margarine,2546
1371,26-09-2024,canned beer,5061
2061,30-10-2024,ice cream,4561
1831,12-04-2024,whole milk,5939
1432,15-05-2025,canned beer,755
1246,24-07-2024,margarine,4841
1255,22-07-2025,creamer,2369
1137,21-10-2025,tropical fruit,1930
1410,12-04-2024,  FRANKFURTER,518
1313,12-01-2025,rolls/buns,989
1367,28-03-2024,margarine,4211
1946,21-08-2025,pip fruit,2581
1695,16-01-2025,cat food,1466
1281,06-04-2025,yogurt,4764
1935,03-12-2024,whole milk,5397
1357,15-07-2025,domestic eggs,5865
1238,31-10-2024,root vegetables,4968
1342,11-05-2024,dish detergent,624
1573,18-02-2025,pip fruit,4205
1607,28-04-2024,napkins,2958
1304,26-12-2025,sausage,1578
1749,11-01-2025,citrus fruit,1418
1633,27-11-2025,canned beer,3024
1231,11-01-2025,domestic eggs,551
1556,27-03-2024,margarine,284
2105,04-06-2025,canned beer,650
1563,25-07-2024,frozen vegetables,3469
1319,05-08-2025,newspapers,1736
2110,02-12-2024,canned beer,5252
1228,05-06-2025,tropical fruit,2404
1971,16-07-2024,pip fruit,4950
1149,09-08-2025,cereal,2146
1549,14-09-2024,sugar,1507
1168,22-02-2025,newspapers,4773
1649,04-03-2024,margarine,0
1525,23-09-2025,salty snack,1995
1254,20-03-2025,canned beer,1398
1487,16-10-2024,curd,5604
1359,17-02-2024,citrus fruit,906
1575,06-10-2025,citrus fruit,3175
1288,06-03-2025,whole milk,3815
1179,20-12-2024,margarine,1761
1989,18-10-2025,newspapers,5300
1427,26-09-2024,hamburger meat,5622
2054,14-07-2024,frankfurter,486
1088,21-05-2025,brown bread,4071
1302,27-07-2025,rolls/buns,2850
1945,21-09-2025,tortillas,4018
1072,30-01-2024,tortillas,4441
1942,11-08-2025,soda,5004
1288,30-04-2025,canned beer,2429
1943,08-06-2025,bottled water,5643
1043,23-01-2025,coffee,5403
1969,18-07-2024,  ROOT VEGETABLES,4133
1516,27-04-2025,paper towels,2615
1181,18-09-2024,root vegetables,4482
1438,04-05-2024,root vegetables,2736
2119,19-08-2024,canned beer,3186
1003,08-07-2025,sausage,4209
1021,18-06-2025,onions,2664
2084,17-11-2024,chocolate,430
1634,16-08-2025,,2078
2118,24-06-2025,root vegetables,840
2157,04-11-2025,onions,2379
1278,19-03-2025,margarine,4268
1296,01-09-2024,salsa,3598
1121,27-06-2024,canned beer,1749
1377,05-07-2025,newspapers,4465
1609,19-02-2024,jam,3286
1636,28-06-2024,chocolate,4374
1490,21-05-2025,chips,3643
2173,12-06-2024,newspapers,1917
1526,15-11-2025,sugar,3036
1927,21-04-2024,canned beer,4304
1819,07-06-2025,canned beer,5553
1016,01-05-2024,dish detergent,2753
1941,10-11-2025,citrus fruit,2807
1668,09-10-2024,white bread,455
1296,06-07-2024,root vegetables,1197
1440,21-09-2025,parmesan,5744
1850,23-03-2025,beef,5872
1267,26-08-2024,salty snack,5022
2045,03-05-2025,frankfurter,3966
1263,07-09-2024,yogurt,4732
1774,20-09-2024,margarine,480
1420,31-10-2025,root vegetables,568
1123,21-08-2024,whole milk,469
1580,07-11-2024,whole milk,4740
1291,05-07-2024,canned beer,4251
1328,25-11-2025,white bread,2729
1042,14-04-2024,pip fruit,3812
1800,01-06-2025,canned beer,3009
1850,16-06-2024,tropical fruit,4219
1819,12-07-2025,rolls/buns,5506
1149,14-04-2025,canned beer,471
1927,21-04-2024,pastry,4304
1468,07-06-2024,whole milk,5965
1301,30-12-2025,root vegetables,1861
2171,01-11-2025,red wine,2439
1212,25-10-2025,yogurt,4661
1299,09-01-2025,canned beer,5381
1707,15-12-2025,chocolate,837
1995,14-12-2025,dish detergent,4102
1619,07-07-2024,tomato sauce,161
1717,11-02-2025,domestic eggs,3239
2182,17-12-2024,canned beer,4676
1449,30-01-2025,ground beef,5630
1345,22-10-2025,whole milk,883
1807,24-08-2024,root vegetables,238
1803,26-08-2025,jam,3970
1064,19-03-2024,sausage,3990
2080,15-01-2024,whole milk,1462
1927,31-12-2024,whole milk,154
1306,07-10-2025,crackers,676
1822,16-08-2025,margarine,2605
1434,24-06-2024,rolls/buns,3486
1980,18-11-2025,frankfurter,2773
1327,13-03-2024,pip fruit,5048
1084,24-01-2024,curd,46
1433,13-09-2025,dish detergent,2330
2009,03-11-2024,canned beer,5748
1132,14-10-2025,margarine,2743
1655,04-06-2024,canned beer,1776
1392,25-12-2025,whole milk,1629
1598,18-08-2024,canned beer,4284
1866,11-04-2024,cat food,4517
1375,14-08-2025,margarine,2962
1871,26-04-2025,ground beef,1287
2082,18-05-2025,,3034
1491,04-05-2024,citrus fruit,5664
2077,10-02-2025,bottled water,4653
1487,08-07-2025,canned beer,4244
1178,09-04-2025,white bread,5264
1750,20-03-2024,tropical fruit,2787
1308,25-08-2024,citrus fruit,4593
1400,31-08-2025,newspapers,1759
1343,06-02-2024,butter,4936
1583,29-02-2024,chocolate,4657
1268,22-04-2024,chips,1994
2115,30-07-2024,margarine,5879
1024,08-07-2025,frozen vegetables,2645
1185,31-01-2025,ice cream,3658
1192,20-08-2025,salty snack,314
1329,16-10-2024,newspapers,5715
1364,22-07-2024,ketchup,2179
1323,25-01-2024,soda,5010
1328,25-11-2025,chocolate,2729
1684,01-10-2024,cereal,5625
1542,06-07-2025,tropical fruit,1323
1997,24-01-2024,margarine,174
2091,14-09-2025,citrus fruit,945
1542,08-03-2024,canned beer,5467
1478,19-04-2025,frozen vegetables,4314
1016,08-11-2024,cat food,2697
1707,20-05-2024,margarine,3549
1837,11-01-2024,ice cream,1513
1137,26-07-2025,white bread,5038
1085,07-01-2024,white bread,2672
1982,21-11-2024,tropical fruit,5638
2023,28-04-2024,salty snack,3195
1407,25-05-2024,margarine,5173
1960,29-01-2025,pasta,4836
1525,23-09-2025,granola,1995
1863,20-01-2024,newspapers,4311
2168,13-07-2024,margarine,2024
1457,27-04-2025,tropical fruit,28
1649,02-09-2024,chocolate,1704
1562,03-10-2025,frankfurter,4178
1829,05-01-2024,white bread,3566
2017,01-09-2025,frozen vegetables,4004
1195,10-04-2025,canned beer,2778
2153,01-02-2024,frozen vegetables,4301
1580,01-08-2024,yogurt,2419
1166,30-12-2024,napkins,2447
1954,03-10-2024,yogurt,77
1980,27-04-2024,napkins,2135
1743,18-07-2025,white bread,5340
1852,31-05-2025,brown bread,5100
1763,11-09-2024,paper towels,4897
1334,01-09-2024,curd,3785
1935,19-05-2025,frankfurter,585
1820,21-10-2024,margarine,4595
2141,19-12-2025,newspapers,1623
1488,06-03-2024,domestic eggs,5332
1948,02-12-2024,root vegetables,2378
1260,08-03-2025,root vegetables,1254
1709,28-07-2025,,1825
1595,15-07-2024,margarine,4844
1856,16-08-2024,white bread,3717
2157,30-01-2024,bottled water,3984
1568,14-08-2025,shopping bags,2992
1972,17-10-2025,paper towels,3087
2115,21-09-2025,cat food,1119
1147,18-01-2025,citrus fruit,4953
1851,11-12-2024,citrus fruit,4310
1937,01-01-2024,canned beer,4689
1718,15-01-2024,ketchup,1225
1156,21-05-2025,newspapers,1619
1598,18-08-2024,margarine,4284
1742,12-04-2025,dish detergent,5969
1155,08-06-2025,newspapers,4414
1220,05-11-2025,pasta,5260
1603,01-08-2025,canned beer,4405
1532,19-10-2025,cereal,919
1804,23-07-2025,margarine,40
1087,13-01-2025,whole milk,4735
1362,06-08-2024,shopping bags,1717
1154,28-07-2024,canned beer,1419
1401,11-02-2024,sausage,191
1377,19-07-2024,pasta,4662
1561,28-06-2025,citrus fruit,3066
1800,04-01-2025,margarine,4107
1204,12-11-2024,pastry,5902
1126,21-02-2024,dish detergent,2473
1235,24-07-2024,curd,3742
1416,26-05-2025,margarine,5425
2098,15-11-2025,napkins,5949
1002,11-04-2024,brown bread,2776
1660,30-03-2025,margarine,4181
1006,16-03-2025,margarine,2194
1816,15-09-2024,brown bread,2823
1527,26-11-2025,margarine,5596
1511,04-08-2025,sausage,5650
1205,16-07-2024,tropical fruit,5032
1478,22-09-2024,frankfurter,1153
1943,07-08-2024,chocolate,297
1932,31-08-2025,newspapers,4508
1562,20-04-2024,tortillas,327
1262,09-11-2025,salty snack,897
2013,13-03-2025,canned beer,3747
1986,30-09-2024,margarine,2489
1975,15-11-2025,onions,5001
2012,12-09-2025,diapers,1012
1297,10-10-2024,margarine,2784
1548,21-03-2025,granola,2599
1556,27-03-2024,  DOMESTIC EGGS,284
2138,30-08-2024,frankfurter,1611
2021,10-06-2025,whole milk,2827
1669,29-10-2025,paper towels,1730
1286,29-02-2024,canned beer,5000
1486,05-03-2024,white bread,4803
1260,15-04-2024,citrus fruit,5957
1008,15-02-2024,citrus fruit,2246
