invoice_id,customer_id,invoice_date,n_lines,total_quantity,invoice_value,avg_unit_qty,anomaly_score,is_anomaly
INV101335,C00197,2024-10-28,4,13,181.57,3.25,-0.3887468024187705,False
INV101336,C00489,2024-08-30,1,5,64.75,5.0,-0.4718686435654496,False
INV101337,C00190,2024-07-08,2,4,136.84,2.0,-0.45993806714168567,False
INV101338,C00432,2024-11-19,9,27,268.67,3.0,-0.4471561675691288,False
INV101339,C00179,2024-06-21,4,18,316.02,4.5,-0.505636742774566,False
INV101340,C00351,2024-05-29,1,3,32.55,3.0,-0.42498564053804494,False
INV101341,C00226,2024-07-09,4,12,118.04,3.0,-0.3821078578271631,False
INV101342,C00128,2024-07-08,4,11,290.03,2.75,-0.43527131360096316,False
INV101343,C00259,2024-07-03,4,11,146.08,2.75,-0.3872926989765049,False
INV101344,C00291,2024-02-21,2,7,148.03,3.5,-0.41358949560891717,False
INV101345,C00229,2024-10-01,8,23,584.55,2.875,-0.5011603073984865,False
INV101346,C00394,2024-07-15,3,13,147.0,4.333333333333333,-0.44841549171750994,False
INV101347,C00018,2024-09-11,6,20,262.81,3.3333333333333335,-0.4283015097449311,False
INV101348,C00180,2024-07-09,4,16,211.94,4.0,-0.4223762270973997,False
INV101349,C00007,2024-09-09,6,9,84.57,1.5,-0.508748309464481,False
INV101350,C00034,2024-03-02,3,8,102.22,2.6666666666666665,-0.40317905974241497,False
INV101351,C00124,2024-09-14,4,12,89.65,3.0,-0.39449600760809217,False
INV101352,C00153,2024-10-25,1,3,78.48,3.0,-0.4347977895936661,False
INV101353,C00199,2024-12-11,9,26,259.34,2.888888888888889,-0.446895658962454,False
INV101354,C00478,2024-11-27,2,6,86.17,3.0,-0.393175310843289,False
INV101355,C00295,2024-07-09,17,58,736.5400000000001,3.411764705882353,-0.6784801702683683,True
INV101356,C00272,2024-06-17,2,6,98.97999999999999,3.0,-0.3969985016342495,False
INV101357,C00180,2024-12-10,4,10,139.68,2.5,-0.3933441884948151,False
INV101358,C00347,2024-09-22,1,1,12.52,1.0,-0.4896077188622091,False
INV101359,C00047,2024-07-27,4,13,171.16,3.25,-0.38728084276918684,False
INV101360,C00488,2024-06-10,5,14,137.62,2.8,-0.4049551893094169,False
INV101361,C00456,2024-04-06,14,42,795.89,3.0,-0.6014097441176082,False
INV101362,C00075,2024-03-12,4,15,162.21,3.75,-0.3999353462208788,False
INV101363,C00382,2024-07-17,4,10,93.28,2.5,-0.39922981982982564,False
INV101364,C00303,2024-08-24,4,15,172.01999999999998,3.75,-0.3997801990294241,False
INV101365,C00404,2024-09-02,8,24,334.56,3.0,-0.4284733567052584,False
INV101366,C00144,2024-11-11,1,2,13.7,2.0,-0.4424137278802886,False
INV101367,C00237,2024-08-18,1,4,21.64,4.0,-0.4519371178766139,False
INV101368,C00235,2024-03-03,2,6,67.17,3.0,-0.39048263555291624,False
INV101369,C00098,2024-04-22,2,9,98.82000000000001,4.5,-0.44518505672837794,False
INV101370,C00270,2024-02-13,4,17,124.06,4.25,-0.4606279936543419,False
INV101371,C00111,2024-04-28,6,22,311.99,3.6666666666666665,-0.4467704344037843,False
INV101372,C00202,2024-07-26,3,7,107.32,2.3333333333333335,-0.41254722383605164,False
INV101373,C00199,2024-11-04,1,4,25.56,4.0,-0.45060826450510705,False
INV101374,C00436,2024-06-05,5,16,163.66,3.2,-0.4045286448694565,False
INV101375,C00362,2024-07-27,1,2,39.46,2.0,-0.4386784240541692,False
INV101376,C00468,2024-06-25,31,839,10169.32,27.06451612903226,-0.8361417855509838,True
INV101377,C00052,2024-12-29,7,25,274.13,3.5714285714285716,-0.43534784212317557,False
INV101378,C00129,2024-07-18,7,11,121.0,1.5714285714285714,-0.5202165192331327,False
INV101379,C00328,2024-03-05,5,11,213.6,2.2,-0.4438569342497064,False
INV101380,C00172,2024-05-09,3,7,77.39,2.3333333333333335,-0.41170683808347897,False
INV101381,C00408,2024-12-13,2,5,46.12,2.5,-0.40846255457811964,False
INV101382,C00379,2024-05-30,4,11,254.56,2.75,-0.42378110262612456,False
INV101383,C00022,2024-02-22,7,20,113.14,2.857142857142857,-0.4498104844150513,False
INV101384,C00001,2024-05-05,13,49,847.81,3.769230769230769,-0.6498077978554974,True
INV101385,C00178,2024-02-27,5,15,389.58000000000004,3.0,-0.4630248962236593,False
INV101386,C00456,2024-04-23,7,23,443.53999999999996,3.2857142857142856,-0.44759598205760515,False
INV101387,C00134,2024-02-09,10,29,292.08,2.9,-0.47280771920956083,False
INV101388,C00425,2024-09-07,2,6,36.55,3.0,-0.4020721150259847,False
INV101389,C00054,2024-09-12,5,19,254.97,3.8,-0.4316207083002336,False
INV101390,C00286,2024-08-07,3,8,81.63,2.6666666666666665,-0.4013271897584696,False
INV101391,C00126,2024-05-27,3,12,82.74,4.0,-0.4281693648333556,False
INV101392,C00280,2024-05-07,5,21,337.34,4.2,-0.4794925861617117,False
INV101393,C00483,2024-03-13,2,9,177.09,4.5,-0.45610068378309043,False
INV101394,C00259,2024-02-11,4,7,71.83,1.75,-0.44453122177241333,False
INV101395,C00410,2024-05-07,5,13,121.77,2.6,-0.41304595858288684,False
INV101396,C00056,2024-01-22,2,4,35.86,2.0,-0.42600212408881766,False
INV101397,C00362,2024-03-05,4,14,268.82,3.5,-0.4158970678070516,False
INV101398,C00242,2024-09-03,1,4,48.24,4.0,-0.4422529876508917,False
INV101399,C00165,2024-06-01,5,16,238.95,3.2,-0.4099345831309878,False
INV101400,C00271,2024-11-29,2,2,23.75,1.0,-0.4995563736445493,False
INV101401,C00401,2024-09-30,1,3,18.54,3.0,-0.43078877364670065,False
INV101402,C00468,2024-08-28,1,5,36.2,5.0,-0.4827398133519526,False
INV101403,C00012,2024-11-19,2,9,93.93,4.5,-0.44383727466206974,False
INV101404,C00488,2024-09-17,2,3,29.61,1.5,-0.4593101134275751,False
INV101405,C00479,2024-06-03,7,25,354.94000000000005,3.5714285714285716,-0.44125723776077197,False
INV101406,C00192,2024-08-15,5,18,216.70999999999998,3.6,-0.4184405534463504,False
INV101407,C00065,2024-09-10,4,9,158.92000000000002,2.25,-0.4059932876736683,False
INV101408,C00014,2024-09-23,4,12,104.08,3.0,-0.38850044310803517,False
INV101409,C00327,2024-07-29,7,19,392.16,2.7142857142857144,-0.4497532252180024,False
INV101410,C00345,2024-05-14,1,2,16.98,2.0,-0.43682803680092946,False
INV101411,C00270,2024-05-07,4,12,203.68,3.0,-0.38761342786687836,False
INV101412,C00428,2024-02-25,5,21,319.68,4.2,-0.4754659730839614,False
INV101413,C00120,2024-09-28,4,10,112.66999999999999,2.5,-0.39363572287257886,False
INV101414,C00152,2024-08-25,4,8,161.04,2.0,-0.43087686166508565,False
INV101415,C00456,2024-06-06,7,19,295.4,2.7142857142857144,-0.4262487619046864,False
INV101416,C00228,2024-07-12,3,11,186.3,3.6666666666666665,-0.415626444428803,False
INV101417,C00023,2024-09-01,8,29,480.3,3.625,-0.4874109096260794,False
INV101418,C00401,2024-03-23,3,9,92.06,3.0,-0.3940113415450277,False
INV101419,C00096,2024-07-19,1,5,235.5,5.0,-0.5530836247954767,False
INV101420,C00241,2024-11-27,1,2,14.22,2.0,-0.44029322799970616,False
INV101421,C00138,2024-09-04,1,4,33.16,4.0,-0.44763209818247246,False
INV101422,C00373,2024-04-24,1,2,9.26,2.0,-0.4547327310241492,False
INV101423,C00041,2024-03-09,8,27,387.59000000000003,3.375,-0.4467173409235817,False
INV101424,C00251,2024-08-10,3,8,78.27,2.6666666666666665,-0.4025731312529077,False
INV101425,C00081,2024-02-16,8,14,230.93,1.75,-0.5151179200139109,False
INV101426,C00023,2024-07-02,12,39,385.45,3.25,-0.5213483559171357,False
INV101427,C00348,2024-12-21,12,39,530.67,3.25,-0.526539912694048,False
INV101428,C00242,2024-08-23,8,22,312.44,2.75,-0.4299602314303865,False
INV101429,C00143,2024-08-19,9,27,281.34,3.0,-0.447248946010022,False
INV101430,C00323,2024-11-13,1,2,15.52,2.0,-0.4371948092953199,False
INV101431,C00147,2024-07-18,9,26,209.0,2.888888888888889,-0.4688607656102569,False
INV101432,C00284,2024-02-13,2,7,123.38,3.5,-0.404753842306503,False
INV101433,C00141,2024-12-17,2,3,29.39,1.5,-0.4593101134275751,False
INV101434,C00312,2024-12-03,1,4,36.12,4.0,-0.4460504399639128,False
INV101435,C00432,2024-06-12,7,20,229.22,2.857142857142857,-0.423878239500049,False
INV101436,C00405,2024-10-07,4,11,135.29,2.75,-0.38716952697889634,False
INV101437,C00204,2024-09-26,4,12,141.02,3.0,-0.38132399249834403,False
INV101438,C00217,2024-09-15,4,12,79.5,3.0,-0.3965528533056121,False
INV101439,C00017,2024-09-17,2,6,93.03,3.0,-0.3952657190813286,False
INV101440,C00266,2024-03-23,8,27,443.99,3.375,-0.4590275114003707,False
INV101441,C00052,2024-07-24,1,2,30.74,2.0,-0.4350756150890075,False
INV101442,C00144,2024-10-28,2,7,32.18,3.5,-0.420496077382093,False
INV101443,C00021,2024-08-19,4,14,141.26,3.5,-0.39292346560894315,False
INV101444,C00179,2024-12-22,2,6,53.21,3.0,-0.39516416580112607,False
INV101445,C00418,2024-10-05,2,5,107.14,2.5,-0.42080785805843807,False
INV101446,C00387,2024-11-11,17,48,476.28,2.823529411764706,-0.6319447508034476,True
INV101447,C00465,2024-05-04,2,3,17.28,1.5,-0.472968745231044,False
INV101448,C00045,2024-04-29,2,8,57.96,4.0,-0.4128172784473634,False
INV101449,C00232,2024-06-21,2,7,86.31,3.5,-0.39901189718887603,False
INV101450,C00424,2024-08-22,4,12,193.65,3.0,-0.3859867230083689,False
INV101451,C00348,2024-10-22,2,5,72.67,2.5,-0.40788096533091267,False
INV101452,C00190,2024-07-27,4,14,174.45000000000002,3.5,-0.39370871620059816,False
INV101453,C00016,2024-08-24,1,3,33.9,3.0,-0.4232925256209432,False
INV101454,C00073,2024-09-23,1,2,37.3,2.0,-0.4387267523578425,False
INV101455,C00218,2024-10-04,1,1,14.16,1.0,-0.4878043035715622,False
INV101456,C00003,2024-07-29,1,3,27.09,3.0,-0.4261976188541829,False
INV101457,C00004,2024-10-31,11,32,472.51,2.909090909090909,-0.49679391097373776,False
INV101458,C00320,2024-07-30,4,8,86.87,2.0,-0.421390898380724,False
INV101459,C00457,2024-10-01,5,20,256.77,4.0,-0.4441819272915242,False
INV101460,C00067,2024-12-12,1,1,20.16,1.0,-0.5028072539591281,False
INV101461,C00004,2024-09-23,8,18,246.35999999999999,2.25,-0.4600511615843696,False
INV101462,C00403,2024-04-03,6,22,254.56,3.6666666666666665,-0.44653761822060445,False
INV101463,C00001,2024-09-15,4,14,192.47,3.5,-0.39604539900942726,False
INV101464,C00004,2024-06-23,1,3,34.77,3.0,-0.4240081935067417,False
INV101465,C00434,2024-03-17,2,6,111.91999999999999,3.0,-0.4017561561970987,False
INV101466,C00129,2024-10-28,4,9,257.0,2.25,-0.44929329271456087,False
INV101467,C00333,2024-05-07,4,15,260.74,3.75,-0.41804981295296073,False
INV101468,C00212,2024-04-04,1,2,30.52,2.0,-0.4350756150890075,False
INV101469,C00359,2024-07-29,9,25,225.49,2.7777777777777777,-0.45848949837332587,False
INV101470,C00266,2024-09-07,10,27,272.6,2.7,-0.4722854434152702,False
INV101471,C00122,2024-01-12,3,10,194.32999999999998,3.3333333333333335,-0.41106388729384963,False
INV101472,C00054,2024-11-04,2,5,95.38,2.5,-0.41367310538476293,False
INV101473,C00248,2024-01-18,4,17,151.82,4.25,-0.45543246984056845,False
INV101474,C00166,2024-09-24,10,19,203.53,1.9,-0.542031850994584,False
INV101475,C00267,2024-03-05,9,27,296.06,3.0,-0.4451564692457095,False
INV101476,C00171,2024-05-03,3,4,126.18,1.3333333333333333,-0.49573193478946026,False
INV101477,C00018,2024-05-22,3,13,238.75,4.333333333333333,-0.47454415166337266,False
INV101478,C00317,2024-10-20,8,24,319.25,3.0,-0.42824600090750475,False
INV101479,C00318,2024-05-16,2,5,46.42,2.5,-0.40846255457811964,False
INV101480,C00020,2024-10-20,14,44,798.58,3.142857142857143,-0.609686161074062,False
INV101481,C00396,2024-11-11,5,20,512.72,4.0,-0.5167751089033493,False
INV101482,C00102,2024-05-20,3,8,41.9,2.6666666666666665,-0.4210632270728173,False
INV101483,C00230,2024-07-16,2,3,28.46,1.5,-0.45946552118134243,False
INV101484,C00038,2024-09-24,7,25,230.52,3.5714285714285716,-0.44608514589622544,False
INV101485,C00242,2024-06-07,5,22,264.23,4.4,-0.49476187969818924,False
INV101486,C00219,2024-06-21,4,10,124.12,2.5,-0.39374523688499896,False
INV101487,C00185,2024-10-02,5,11,129.79,2.2,-0.43057737793241757,False
INV101488,C00275,2024-05-14,1,5,38.95,5.0,-0.478444989777113,False
INV101489,C00227,2024-05-17,7,20,234.98,2.857142857142857,-0.42041049178437195,False
INV101490,C00245,2024-05-27,2,5,71.14,2.5,-0.40765414744385514,False
INV101491,C00198,2024-10-17,4,15,128.5,3.75,-0.4049386923693352,False
INV101492,C00000,2024-07-17,4,16,259.6,4.0,-0.43100347276073564,False
INV101493,C00231,2024-05-30,3,8,102.57,2.6666666666666665,-0.40335220841212377,False
INV101494,C00022,2024-08-17,2,5,35.8,2.5,-0.41556859331451057,False
INV101495,C00194,2024-06-23,4,12,279.1,3.0,-0.416742336750087,False
INV101496,C00307,2024-03-27,5,9,87.02000000000001,1.8,-0.4596806645439631,False
INV101497,C00004,2024-03-16,1,5,127.05,5.0,-0.5043671652214171,False
INV101498,C00194,2024-06-09,4,8,101.58,2.0,-0.42005050186152026,False
INV101499,C00433,2024-10-27,5,19,269.8,3.8,-0.42993735981730835,False
